age,housingtype,yearly_income,cpf_balance,yearly_expenditure,savings,quality_of_life,disaster_preparedness,retirement_readiness
23,4-Room Flat,49000,54390.0,10000,14700.0,1,1,1
49,5-Room,112000,1201760.0,60000,324800.0,10,8,10
52,Landed Property,59000,698560.0,96000,188800.0,5,2,8
37,Executive Flat,59000,371110.0,84000,100300.0,2,5,5
61,3-Room Flat,89000,1270030.0,108000,364900.0,10,7,10
31,5-Room,41000,166870.0,84000,45100.0,1,1,1
27,Executive Flat,65000,168350.0,8000,45500.0,3,1,3
25,3-Room Flat,32000,59200.0,11000,16000.0,1,1,1
55,4-Room Flat,131000,1696450.0,72000,458500.0,10,10,10
45,Condominium,125000,1156250.0,60000,312500.0,10,10,8
56,1&2-Room Flat,110000,1448700.0,108000,396000.0,10,10,8
46,Apartment,139000,1337180.0,60000,361400.0,10,7,10
46,Apartment,147000,1414140.0,60000,382200.0,10,9,10
22,5-Room,53000,39220.0,10000,10600.0,1,3,1
35,Landed Property,49000,271950.0,96000,73500.0,1,4,4
61,4-Room Flat,108000,1541160.0,108000,442800.0,10,7,10
20,4-Room Flat,33000,0.0,11000,0.0,1,1,1
36,Apartment,80000,473600.0,108000,128000.0,3,4,5
52,Apartment,81000,959040.0,108000,259200.0,7,5,7
46,Executive Flat,108000,1038960.0,84000,280800.0,10,8,7
30,1&2-Room Flat,79000,292300.0,108000,79000.0,1,1,1
31,1&2-Room Flat,63000,256410.0,60000,69300.0,2,5,4
49,Apartment,124000,1330520.0,84000,359600.0,10,9,10
58,3-Room Flat,149000,2027890.0,96000,566200.0,10,10,7
38,Executive Flat,75000,499500.0,96000,135000.0,3,2,1
29,5-Room,63000,209790.0,18000,56700.0,3,1,3
47,3-Room Flat,118000,1178820.0,72000,318600.0,10,10,10
63,4-Room Flat,127000,1868170.0,72000,546100.0,10,7,10
30,1&2-Room Flat,70000,259000.0,84000,70000.0,1,1,1
49,5-Room,102000,1094460.0,72000,295800.0,10,10,10
40,Apartment,42000,310800.0,84000,84000.0,1,1,3
58,3-Room Flat,111000,1510710.0,84000,421800.0,10,10,7
51,5-Room,135000,1548450.0,84000,418500.0,10,9,10
42,4-Room Flat,116000,944240.0,96000,255200.0,9,10,7
26,Executive Flat,47000,104340.0,12000,28200.0,2,3,4
64,3-Room Flat,67000,1000310.0,60000,294800.0,10,10,10
31,4-Room Flat,53000,215710.0,84000,58300.0,1,2,1
34,Condominium,69000,357420.0,96000,96600.0,2,4,1
26,Executive Flat,72000,159840.0,11000,43200.0,3,3,1
58,5-Room,82000,1116020.0,60000,311600.0,10,10,10
47,5-Room,78000,779220.0,96000,210600.0,6,6,7
57,5-Room,130000,1740700.0,72000,481000.0,10,10,10
47,3-Room Flat,96000,959040.0,72000,259200.0,9,10,7
41,5-Room,53000,411810.0,60000,111300.0,3,4,3
27,4-Room Flat,68000,176120.0,20000,47600.0,3,4,6
57,Condominium,104000,1392560.0,72000,384800.0,10,7,7
23,3-Room Flat,59000,65490.0,10000,17700.0,2,5,3
52,3-Room Flat,67000,793280.0,96000,214400.0,6,7,9
25,3-Room Flat,58000,107300.0,11000,29000.0,2,1,1
47,Landed Property,129000,1288710.0,72000,348300.0,10,10,10
54,Executive Flat,72000,905760.0,60000,244800.0,8,7,9
65,1&2-Room Flat,53000,802950.0,60000,238500.0,7,6,6
51,Condominium,139000,1594330.0,72000,430900.0,10,10,7
20,3-Room Flat,57000,0.0,16000,0.0,1,2,1
42,Executive Flat,72000,586080.0,72000,158400.0,5,3,2
27,1&2-Room Flat,75000,194250.0,12000,52500.0,3,3,3
33,Executive Flat,76000,365560.0,72000,98800.0,3,1,3
37,Landed Property,48000,301920.0,60000,81600.0,2,4,2
40,Landed Property,70000,518000.0,108000,140000.0,3,4,4
64,4-Room Flat,122000,1821460.0,96000,536800.0,10,9,10
46,Condominium,117000,1125540.0,96000,304200.0,10,7,10
32,5-Room,48000,213120.0,84000,57600.0,1,3,1
33,4-Room Flat,41000,197210.0,60000,53300.0,1,3,3
40,Landed Property,50000,370000.0,96000,100000.0,1,1,2
46,Apartment,93000,894660.0,108000,241800.0,7,9,6
38,1&2-Room Flat,61000,406260.0,96000,109800.0,2,1,2
65,Apartment,69000,1045350.0,72000,310500.0,10,10,10
39,Condominium,57000,400710.0,108000,108300.0,1,1,2
35,3-Room Flat,79000,438450.0,84000,118500.0,3,3,3
53,Condominium,106000,1294260.0,60000,349800.0,10,9,10
41,1&2-Room Flat,63000,489510.0,60000,132300.0,4,1,2
26,1&2-Room Flat,40000,88800.0,12000,24000.0,1,3,1
61,5-Room,125000,1783750.0,108000,512500.0,10,10,9
32,Executive Flat,61000,270840.0,96000,73200.0,1,1,2
62,Condominium,61000,883890.0,108000,256200.0,6,7,5
60,3-Room Flat,126000,1770300.0,84000,504000.0,10,10,8
51,Landed Property,116000,1330520.0,84000,359600.0,10,7,8
22,4-Room Flat,44000,32560.0,17000,8800.0,1,4,2
21,5-Room,46000,17020.0,16000,4600.0,1,1,1
53,Apartment,123000,1501830.0,108000,405900.0,10,7,7
42,4-Room Flat,148000,1204720.0,108000,325600.0,10,7,10
35,3-Room Flat,79000,438450.0,72000,118500.0,4,2,4
53,4-Room Flat,104000,1269840.0,60000,343200.0,10,10,8
60,Landed Property,77000,1081850.0,84000,308000.0,10,10,10
32,Condominium,59000,261960.0,108000,70800.0,1,1,1
29,Executive Flat,66000,219780.0,7000,59400.0,3,4,1
52,Executive Flat,73000,864320.0,84000,233600.0,7,10,6
27,5-Room,70000,181300.0,20000,49000.0,3,3,2
45,Landed Property,81000,749250.0,84000,202500.0,6,4,5
20,Executive Flat,45000,0.0,10000,0.0,1,2,1
25,Executive Flat,51000,94350.0,8000,25500.0,2,5,1
58,5-Room,132000,1796520.0,84000,501600.0,10,8,10
45,Executive Flat,90000,832500.0,72000,225000.0,8,8,9
34,5-Room,50000,259000.0,108000,70000.0,1,1,3
56,Executive Flat,106000,1396020.0,60000,381600.0,10,10,9
21,Executive Flat,53000,19610.0,17000,5300.0,1,1,1
38,Apartment,43000,286380.0,84000,77400.0,1,4,1
63,4-Room Flat,80000,1176800.0,96000,344000.0,10,9,10
31,Landed Property,58000,236060.0,60000,63800.0,2,5,1
60,Landed Property,60000,843000.0,108000,240000.0,6,6,5
47,4-Room Flat,108000,1078920.0,72000,291600.0,10,10,9
53,4-Room Flat,58000,708180.0,96000,191400.0,5,8,8
63,1&2-Room Flat,75000,1103250.0,60000,322500.0,10,10,7
50,Condominium,77000,854700.0,72000,231000.0,7,9,5
53,3-Room Flat,50000,610500.0,96000,165000.0,3,2,2
53,3-Room Flat,112000,1367520.0,60000,369600.0,10,9,10
33,Condominium,79000,379990.0,108000,102700.0,2,3,4
39,Apartment,66000,463980.0,84000,125400.0,3,3,3
59,Condominium,52000,719160.0,96000,202800.0,5,5,3
34,5-Room,52000,269360.0,108000,72800.0,1,2,2
41,Executive Flat,72000,559440.0,96000,151200.0,4,6,7
57,Executive Flat,80000,1071200.0,60000,296000.0,10,10,8
29,5-Room,65000,216450.0,14000,58500.0,3,4,1
24,Executive Flat,55000,81400.0,20000,22000.0,1,3,1
20,4-Room Flat,55000,0.0,18000,0.0,1,1,1
54,Executive Flat,83000,1044140.0,60000,282200.0,10,7,10
51,3-Room Flat,117000,1341990.0,96000,362700.0,10,10,7
22,4-Room Flat,49000,36260.0,7000,9800.0,1,1,2
51,Apartment,105000,1204350.0,96000,325500.0,10,9,10
36,5-Room,63000,372960.0,60000,100800.0,3,1,4
54,1&2-Room Flat,63000,792540.0,96000,214200.0,6,4,6
35,Executive Flat,69000,382950.0,96000,103500.0,2,1,1
58,Condominium,106000,1442660.0,96000,402800.0,10,7,10
21,Executive Flat,34000,12580.0,14000,3400.0,1,1,3
32,Condominium,60000,266400.0,72000,72000.0,2,5,1
39,Executive Flat,50000,351500.0,72000,95000.0,2,1,5
23,1&2-Room Flat,59000,65490.0,14000,17700.0,2,3,2
65,Executive Flat,140000,2121000.0,96000,630000.0,10,7,9
58,Landed Property,127000,1728470.0,96000,482600.0,10,8,7
62,3-Room Flat,131000,1898190.0,96000,550200.0,10,10,9
36,3-Room Flat,50000,296000.0,108000,80000.0,1,1,1
30,4-Room Flat,40000,148000.0,84000,40000.0,1,1,2
31,Landed Property,43000,175010.0,96000,47300.0,1,2,1
21,5-Room,58000,21460.0,9000,5800.0,1,2,4
59,Condominium,134000,1853220.0,72000,522600.0,10,8,10
61,Condominium,63000,899010.0,96000,258300.0,7,9,10
35,4-Room Flat,44000,244200.0,72000,66000.0,1,2,1
21,5-Room,55000,20350.0,6000,5500.0,1,1,1
56,Condominium,99000,1303830.0,96000,356400.0,10,10,10
65,Condominium,79000,1196850.0,72000,355500.0,10,8,8
64,3-Room Flat,79000,1179470.0,108000,347600.0,10,8,10
38,5-Room,73000,486180.0,96000,131400.0,3,1,3
61,Executive Flat,115000,1641050.0,84000,471500.0,10,10,8
64,1&2-Room Flat,122000,1821460.0,96000,536800.0,10,10,7
55,1&2-Room Flat,142000,1838900.0,72000,497000.0,10,10,9
58,Landed Property,110000,1497100.0,108000,418000.0,10,9,10
43,Condominium,111000,944610.0,60000,255300.0,10,8,10
21,5-Room,41000,15170.0,5000,4100.0,1,2,4
48,1&2-Room Flat,117000,1212120.0,84000,327600.0,10,10,8
54,5-Room,84000,1056720.0,60000,285600.0,10,7,10
50,5-Room,55000,610500.0,96000,165000.0,4,5,2
60,1&2-Room Flat,75000,1053750.0,84000,300000.0,9,10,9
32,Landed Property,70000,310800.0,84000,84000.0,2,1,2
43,Executive Flat,133000,1131830.0,84000,305900.0,10,9,9
34,5-Room,73000,378140.0,108000,102200.0,2,2,1
44,Apartment,128000,1136640.0,72000,307200.0,10,10,10
35,Executive Flat,79000,438450.0,84000,118500.0,3,3,1
65,4-Room Flat,92000,1393800.0,96000,414000.0,10,10,8
21,5-Room,41000,15170.0,20000,4100.0,1,3,1
31,4-Room Flat,54000,219780.0,60000,59400.0,1,1,3
29,Executive Flat,79000,263070.0,18000,71100.0,4,3,5
33,Condominium,55000,264550.0,60000,71500.0,2,3,3
57,Apartment,92000,1231880.0,72000,340400.0,10,10,9
55,4-Room Flat,88000,1139600.0,60000,308000.0,10,9,7
35,4-Room Flat,55000,305250.0,108000,82500.0,1,1,1
62,Executive Flat,51000,738990.0,96000,214200.0,5,2,5
47,Landed Property,127000,1268730.0,96000,342900.0,10,7,8
53,3-Room Flat,76000,927960.0,108000,250800.0,7,8,8
46,1&2-Room Flat,101000,971620.0,96000,262600.0,8,9,9
59,3-Room Flat,103000,1424490.0,72000,401700.0,10,10,8
65,Condominium,98000,1484700.0,72000,441000.0,10,9,8
21,1&2-Room Flat,54000,19980.0,13000,5400.0,1,2,3
56,Executive Flat,131000,1725270.0,108000,471600.0,10,9,8
58,3-Room Flat,76000,1034360.0,84000,288800.0,9,9,10
58,Landed Property,144000,1959840.0,72000,547200.0,10,7,10
46,Condominium,117000,1125540.0,60000,304200.0,10,9,9
64,Condominium,51000,761430.0,84000,224400.0,6,6,4
49,Executive Flat,83000,890590.0,96000,240700.0,7,7,9
20,5-Room,50000,0.0,9000,0.0,1,1,1
52,Landed Property,68000,805120.0,96000,217600.0,6,7,9
20,5-Room,45000,0.0,17000,0.0,1,1,3
36,Executive Flat,63000,372960.0,84000,100800.0,2,2,1
55,Apartment,79000,1023050.0,84000,276500.0,9,7,10
55,5-Room,87000,1126650.0,108000,304500.0,9,8,7
28,5-Room,50000,148000.0,10000,40000.0,2,4,1
48,4-Room Flat,53000,549080.0,108000,148400.0,3,4,4
24,1&2-Room Flat,34000,50320.0,7000,13600.0,1,1,1
31,4-Room Flat,77000,313390.0,60000,84700.0,3,1,2
51,4-Room Flat,132000,1514040.0,96000,409200.0,10,10,10
54,3-Room Flat,102000,1283160.0,60000,346800.0,10,10,7
61,Apartment,102000,1455540.0,96000,418200.0,10,10,9
21,3-Room Flat,36000,13320.0,9000,3600.0,1,1,1
54,3-Room Flat,72000,905760.0,84000,244800.0,7,6,5
32,3-Room Flat,75000,333000.0,72000,90000.0,3,1,1
37,3-Room Flat,76000,478040.0,84000,129200.0,4,1,7
28,1&2-Room Flat,62000,183520.0,7000,49600.0,3,2,6
57,5-Room,62000,830180.0,60000,229400.0,7,8,5
31,Executive Flat,75000,305250.0,96000,82500.0,2,1,1
36,Executive Flat,42000,248640.0,96000,67200.0,1,2,1
51,1&2-Room Flat,69000,791430.0,84000,213900.0,6,4,8
40,Condominium,78000,577200.0,108000,156000.0,4,6,1
22,3-Room Flat,54000,39960.0,9000,10800.0,1,1,2
27,5-Room,41000,106190.0,14000,28700.0,1,1,1
36,3-Room Flat,76000,449920.0,72000,121600.0,4,4,7
37,5-Room,66000,415140.0,108000,112200.0,2,4,1
35,Landed Property,74000,410700.0,96000,111000.0,2,1,2
41,4-Room Flat,55000,427350.0,108000,115500.0,2,1,1
23,Executive Flat,39000,43290.0,17000,11700.0,1,1,1
46,Apartment,81000,779220.0,72000,210600.0,7,9,5
58,Executive Flat,116000,1578760.0,84000,440800.0,10,10,10
22,Executive Flat,40000,29600.0,15000,8000.0,1,3,3
26,5-Room,63000,139860.0,8000,37800.0,3,1,1
28,3-Room Flat,49000,145040.0,18000,39200.0,2,5,5
61,1&2-Room Flat,65000,927550.0,72000,266500.0,8,9,8
43,Apartment,137000,1165870.0,84000,315100.0,10,10,8
56,5-Room,107000,1409190.0,60000,385200.0,10,8,7
58,5-Room,96000,1306560.0,84000,364800.0,10,10,10
41,Condominium,122000,947940.0,108000,256200.0,9,9,9
58,Condominium,121000,1646810.0,96000,459800.0,10,7,9
47,5-Room,99000,989010.0,84000,267300.0,9,10,10
52,3-Room Flat,104000,1231360.0,60000,332800.0,10,7,9
23,1&2-Room Flat,56000,62160.0,11000,16800.0,2,1,1
26,Executive Flat,80000,177600.0,16000,48000.0,3,1,6
52,Apartment,79000,935360.0,72000,252800.0,8,8,6
59,Landed Property,136000,1880880.0,72000,530400.0,10,10,9
39,Apartment,73000,513190.0,60000,138700.0,5,8,6
61,Condominium,121000,1726670.0,96000,496100.0,10,10,9
24,5-Room,38000,56240.0,20000,15200.0,1,1,1
52,3-Room Flat,55000,651200.0,108000,176000.0,4,2,4
25,3-Room Flat,36000,66600.0,5000,18000.0,1,1,1
30,Condominium,76000,281200.0,72000,76000.0,2,1,1
24,Executive Flat,31000,45880.0,16000,12400.0,1,3,1
27,3-Room Flat,41000,106190.0,7000,28700.0,2,1,4
41,Executive Flat,126000,979020.0,72000,264600.0,10,7,10
47,3-Room Flat,137000,1368630.0,60000,369900.0,10,10,7
53,Apartment,85000,1037850.0,72000,280500.0,9,10,9
61,Landed Property,66000,941820.0,108000,270600.0,7,6,6
28,5-Room,47000,139120.0,20000,37600.0,2,5,4
59,Condominium,78000,1078740.0,108000,304200.0,9,10,8
23,Executive Flat,33000,36630.0,16000,9900.0,1,1,1
47,Executive Flat,65000,649350.0,60000,175500.0,6,7,8
43,5-Room,138000,1174380.0,84000,317400.0,10,10,10
47,4-Room Flat,149000,1488510.0,96000,402300.0,10,10,10
24,5-Room,48000,71040.0,20000,19200.0,1,2,1
48,Landed Property,121000,1253560.0,84000,338800.0,10,10,10
64,Condominium,111000,1657230.0,72000,488400.0,10,9,8
56,4-Room Flat,134000,1764780.0,60000,482400.0,10,7,10
57,3-Room Flat,138000,1847820.0,72000,510600.0,10,10,10
50,Condominium,64000,710400.0,96000,192000.0,5,7,4
52,5-Room,55000,651200.0,84000,176000.0,4,1,2
27,Executive Flat,66000,170940.0,16000,46200.0,3,5,4
59,Executive Flat,130000,1797900.0,60000,507000.0,10,10,10
51,Apartment,63000,722610.0,96000,195300.0,5,6,8
30,Condominium,53000,196100.0,84000,53000.0,1,1,1
36,1&2-Room Flat,70000,414400.0,108000,112000.0,2,1,2
44,Apartment,97000,861360.0,72000,232800.0,8,8,7
46,Condominium,141000,1356420.0,84000,366600.0,10,9,10
34,3-Room Flat,41000,212380.0,84000,57400.0,1,1,1
41,1&2-Room Flat,97000,753690.0,108000,203700.0,6,7,8
36,Condominium,52000,307840.0,60000,83200.0,2,2,1
49,Executive Flat,79000,847670.0,60000,229100.0,8,7,7
38,3-Room Flat,67000,446220.0,108000,120600.0,2,1,1
49,Condominium,91000,976430.0,108000,263900.0,8,7,5
65,3-Room Flat,129000,1954350.0,72000,580500.0,10,10,10
61,4-Room Flat,55000,784850.0,108000,225500.0,5,4,4
30,Executive Flat,40000,148000.0,96000,40000.0,1,4,1
42,1&2-Room Flat,73000,594220.0,108000,160600.0,4,4,4
49,Condominium,147000,1577310.0,60000,426300.0,10,8,8
44,Landed Property,80000,710400.0,60000,192000.0,7,7,5
27,4-Room Flat,60000,155400.0,6000,42000.0,3,5,2
63,Landed Property,90000,1323900.0,84000,387000.0,10,9,10
26,Executive Flat,71000,157620.0,9000,42600.0,3,2,6
39,Condominium,46000,323380.0,72000,87400.0,2,1,1
60,4-Room Flat,117000,1643850.0,60000,468000.0,10,10,10
43,Apartment,102000,868020.0,84000,234600.0,8,9,10
20,3-Room Flat,60000,0.0,7000,0.0,1,1,2
39,3-Room Flat,72000,506160.0,84000,136800.0,4,5,6
20,1&2-Room Flat,49000,0.0,15000,0.0,1,1,1
61,4-Room Flat,104000,1484080.0,84000,426400.0,10,7,10
53,Condominium,87000,1062270.0,84000,287100.0,9,7,6
23,5-Room,39000,43290.0,7000,11700.0,1,1,1
41,Landed Property,59000,458430.0,96000,123900.0,2,3,5
47,Executive Flat,73000,729270.0,60000,197100.0,7,9,10
33,4-Room Flat,57000,274170.0,108000,74100.0,1,1,4
58,1&2-Room Flat,84000,1143240.0,72000,319200.0,10,8,8
23,1&2-Room Flat,44000,48840.0,18000,13200.0,1,4,4
64,4-Room Flat,82000,1224260.0,60000,360800.0,10,10,10
29,4-Room Flat,80000,266400.0,14000,72000.0,4,4,5
51,5-Room,88000,1009360.0,84000,272800.0,9,8,8
58,4-Room Flat,54000,734940.0,96000,205200.0,5,4,7
52,Landed Property,64000,757760.0,60000,204800.0,6,8,9
27,Executive Flat,52000,134680.0,5000,36400.0,2,5,3
28,Executive Flat,57000,168720.0,8000,45600.0,3,5,6
55,Executive Flat,50000,647500.0,108000,175000.0,3,4,1
61,3-Room Flat,106000,1512620.0,96000,434600.0,10,10,10
57,3-Room Flat,120000,1606800.0,72000,444000.0,10,10,7
54,3-Room Flat,143000,1798940.0,72000,486200.0,10,7,7
47,3-Room Flat,112000,1118880.0,72000,302400.0,10,7,9
23,4-Room Flat,34000,37740.0,11000,10200.0,1,3,2
56,3-Room Flat,129000,1698930.0,60000,464400.0,10,10,10
60,Executive Flat,148000,2079400.0,72000,592000.0,10,9,10
50,Apartment,73000,810300.0,84000,219000.0,6,8,3
55,Landed Property,82000,1061900.0,96000,287000.0,9,10,8
45,5-Room,66000,610500.0,60000,165000.0,5,4,7
24,3-Room Flat,36000,53280.0,15000,14400.0,1,1,4
34,Condominium,61000,315980.0,96000,85400.0,1,3,1
27,5-Room,80000,207200.0,5000,56000.0,4,7,2
47,Executive Flat,62000,619380.0,60000,167400.0,5,7,5
34,3-Room Flat,47000,243460.0,108000,65800.0,1,1,2
23,4-Room Flat,48000,53280.0,14000,14400.0,1,1,1
53,5-Room,96000,1172160.0,72000,316800.0,10,10,10
65,Condominium,103000,1560450.0,108000,463500.0,10,10,10
57,1&2-Room Flat,70000,937300.0,84000,259000.0,8,5,9
23,1&2-Room Flat,33000,36630.0,15000,9900.0,1,1,4
37,Landed Property,53000,333370.0,108000,90100.0,1,1,1
27,3-Room Flat,51000,132090.0,17000,35700.0,2,4,1
30,1&2-Room Flat,46000,170200.0,60000,46000.0,1,1,2
64,3-Room Flat,96000,1433280.0,96000,422400.0,10,10,10
51,4-Room Flat,148000,1697560.0,60000,458800.0,10,10,10
51,Apartment,70000,802900.0,60000,217000.0,7,7,10
64,5-Room,91000,1358630.0,96000,400400.0,10,10,9
41,3-Room Flat,126000,979020.0,96000,264600.0,9,9,6
36,Executive Flat,61000,361120.0,60000,97600.0,3,2,6
58,Condominium,120000,1633200.0,108000,456000.0,10,10,8
40,3-Room Flat,44000,325600.0,108000,88000.0,1,2,2
45,4-Room Flat,116000,1073000.0,72000,290000.0,10,8,8
56,4-Room Flat,91000,1198470.0,60000,327600.0,10,10,10
46,5-Room,145000,1394900.0,108000,377000.0,10,8,10
36,Condominium,46000,272320.0,72000,73600.0,1,1,3
33,Apartment,45000,216450.0,72000,58500.0,1,1,1
52,Executive Flat,113000,1337920.0,108000,361600.0,10,7,10
29,3-Room Flat,75000,249750.0,20000,67500.0,4,3,6
24,1&2-Room Flat,33000,48840.0,20000,13200.0,1,1,1
34,1&2-Room Flat,50000,259000.0,108000,70000.0,1,1,3
35,Executive Flat,41000,227550.0,96000,61500.0,1,4,2
32,Condominium,47000,208680.0,84000,56400.0,1,1,1
44,3-Room Flat,132000,1172160.0,96000,316800.0,10,10,9
45,Executive Flat,115000,1063750.0,84000,287500.0,10,9,7
55,Landed Property,119000,1541050.0,108000,416500.0,10,8,7
55,Landed Property,78000,1010100.0,72000,273000.0,9,8,10
63,Landed Property,139000,2044690.0,60000,597700.0,10,10,10
25,Executive Flat,51000,94350.0,7000,25500.0,2,4,1
53,Executive Flat,68000,830280.0,84000,224400.0,6,6,3
25,3-Room Flat,45000,83250.0,12000,22500.0,1,4,1
57,Condominium,126000,1687140.0,72000,466200.0,10,8,9
21,5-Room,34000,12580.0,9000,3400.0,1,3,1
49,Landed Property,77000,826210.0,96000,223300.0,6,3,5
63,4-Room Flat,74000,1088540.0,96000,318200.0,9,10,9
24,Executive Flat,47000,69560.0,5000,18800.0,2,1,3
39,4-Room Flat,54000,379620.0,84000,102600.0,2,5,2
54,3-Room Flat,118000,1484440.0,72000,401200.0,10,10,9
45,Condominium,90000,832500.0,84000,225000.0,7,5,6
49,Executive Flat,84000,901320.0,84000,243600.0,8,6,5
44,1&2-Room Flat,70000,621600.0,72000,168000.0,5,6,4
27,Executive Flat,76000,196840.0,20000,53200.0,3,6,6
29,4-Room Flat,75000,249750.0,5000,67500.0,4,4,4
65,5-Room,76000,1151400.0,108000,342000.0,10,10,10
53,Apartment,104000,1269840.0,96000,343200.0,10,8,10
33,Landed Property,77000,370370.0,108000,100100.0,2,1,1
60,Apartment,75000,1053750.0,84000,300000.0,9,7,10
39,Condominium,76000,534280.0,96000,144400.0,4,2,3
65,4-Room Flat,106000,1605900.0,108000,477000.0,10,10,10
40,3-Room Flat,56000,414400.0,108000,112000.0,1,3,1
55,1&2-Room Flat,65000,841750.0,108000,227500.0,6,4,6
24,Executive Flat,38000,56240.0,20000,15200.0,1,4,1
22,1&2-Room Flat,47000,34780.0,12000,9400.0,1,1,1
29,Executive Flat,67000,223110.0,5000,60300.0,4,7,4
39,3-Room Flat,44000,309320.0,84000,83600.0,1,1,2
43,3-Room Flat,143000,1216930.0,108000,328900.0,10,10,7
31,Apartment,77000,313390.0,96000,84700.0,2,2,4
46,5-Room,57000,548340.0,60000,148200.0,4,5,1
58,Executive Flat,75000,1020750.0,96000,285000.0,8,10,10
32,3-Room Flat,59000,261960.0,84000,70800.0,1,1,4
27,3-Room Flat,70000,181300.0,8000,49000.0,3,6,1
50,Apartment,69000,765900.0,108000,207000.0,5,4,6
39,Apartment,48000,337440.0,72000,91200.0,2,3,3
42,4-Room Flat,97000,789580.0,96000,213400.0,7,8,8
21,3-Room Flat,31000,11470.0,17000,3100.0,1,1,4
52,Condominium,138000,1633920.0,108000,441600.0,10,7,10
28,5-Room,42000,124320.0,5000,33600.0,2,4,4
20,3-Room Flat,49000,0.0,12000,0.0,1,3,1
27,Executive Flat,66000,170940.0,19000,46200.0,3,6,5
35,5-Room,70000,388500.0,108000,105000.0,2,4,2
49,Apartment,76000,815480.0,72000,220400.0,7,4,6
40,5-Room,69000,510600.0,108000,138000.0,3,6,2
30,Apartment,64000,236800.0,84000,64000.0,1,3,2
49,Condominium,136000,1459280.0,108000,394400.0,10,10,8
46,3-Room Flat,86000,827320.0,96000,223600.0,7,7,9
63,3-Room Flat,115000,1691650.0,72000,494500.0,10,10,10
38,Apartment,78000,519480.0,72000,140400.0,4,4,2
58,4-Room Flat,74000,1007140.0,72000,281200.0,9,10,10
57,Condominium,93000,1245270.0,60000,344100.0,10,10,10
55,3-Room Flat,76000,984200.0,84000,266000.0,8,10,8
32,Condominium,60000,266400.0,60000,72000.0,2,4,3
36,Condominium,47000,278240.0,108000,75200.0,1,4,3
60,3-Room Flat,104000,1461200.0,96000,416000.0,10,10,8
20,4-Room Flat,47000,0.0,19000,0.0,1,1,4
32,Apartment,49000,217560.0,72000,58800.0,1,1,1
45,3-Room Flat,129000,1193250.0,108000,322500.0,10,8,10
64,Executive Flat,79000,1179470.0,72000,347600.0,10,10,10
61,1&2-Room Flat,110000,1569700.0,96000,451000.0,10,8,7
43,3-Room Flat,69000,587190.0,96000,158700.0,4,6,4
48,3-Room Flat,101000,1046360.0,108000,282800.0,9,8,10
36,Executive Flat,77000,455840.0,84000,123200.0,3,2,2
40,1&2-Room Flat,50000,370000.0,84000,100000.0,2,1,1
39,Apartment,50000,351500.0,60000,95000.0,2,2,1
24,Executive Flat,37000,54760.0,7000,14800.0,1,1,1
61,Apartment,113000,1612510.0,96000,463300.0,10,7,10
63,Landed Property,63000,926730.0,84000,270900.0,8,9,8
50,Apartment,54000,599400.0,60000,162000.0,5,3,5
60,Executive Flat,105000,1475250.0,72000,420000.0,10,10,7
62,Landed Property,78000,1130220.0,84000,327600.0,10,9,7
45,5-Room,88000,814000.0,84000,220000.0,7,4,6
51,Apartment,136000,1559920.0,72000,421600.0,10,8,10
25,Executive Flat,55000,101750.0,5000,27500.0,2,5,1
46,4-Room Flat,83000,798460.0,108000,215800.0,6,4,3
20,3-Room Flat,38000,0.0,13000,0.0,1,2,1
52,1&2-Room Flat,76000,899840.0,84000,243200.0,7,9,10
32,4-Room Flat,45000,199800.0,108000,54000.0,1,1,1
54,3-Room Flat,77000,968660.0,60000,261800.0,9,8,6
21,Executive Flat,57000,21090.0,5000,5700.0,1,3,1
52,Apartment,89000,1053760.0,108000,284800.0,8,8,10
32,Apartment,60000,266400.0,84000,72000.0,1,1,1
51,3-Room Flat,77000,883190.0,84000,238700.0,7,6,9
24,Executive Flat,35000,51800.0,9000,14000.0,1,2,1
64,3-Room Flat,56000,836080.0,96000,246400.0,6,8,3
57,Executive Flat,96000,1285440.0,60000,355200.0,10,10,9
29,Executive Flat,72000,239760.0,10000,64800.0,4,5,1
44,1&2-Room Flat,84000,745920.0,72000,201600.0,7,4,10
43,Apartment,106000,902060.0,96000,243800.0,8,5,10
24,4-Room Flat,60000,88800.0,9000,24000.0,2,1,4
34,Executive Flat,41000,212380.0,84000,57400.0,1,3,3
45,Apartment,54000,499500.0,84000,135000.0,3,1,1
42,1&2-Room Flat,73000,594220.0,60000,160600.0,5,5,6
54,4-Room Flat,132000,1660560.0,96000,448800.0,10,10,8
37,1&2-Room Flat,66000,415140.0,60000,112200.0,3,2,5
37,Condominium,41000,257890.0,60000,69700.0,1,1,1
56,Condominium,74000,974580.0,96000,266400.0,8,6,8
25,3-Room Flat,36000,66600.0,8000,18000.0,1,1,2
32,Apartment,42000,186480.0,84000,50400.0,1,3,1
21,4-Room Flat,45000,16650.0,10000,4500.0,1,4,1
54,Executive Flat,52000,654160.0,72000,176800.0,5,7,4
60,Condominium,134000,1882700.0,96000,536000.0,10,7,7
52,4-Room Flat,94000,1112960.0,72000,300800.0,10,7,10
64,5-Room,60000,895800.0,96000,264000.0,7,10,10
47,1&2-Room Flat,141000,1408590.0,72000,380700.0,10,10,8
24,4-Room Flat,50000,74000.0,18000,20000.0,1,1,2
48,Executive Flat,106000,1098160.0,96000,296800.0,10,7,10
